Name,Symbol,Mint,Decimals,LogoURI,Community Validated
QuietFire,QF,76ijxiMkj4DX8q9QMtqpzTxFnT4KPmWv47sZf2kKoVwk,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/76ijxiMkj4DX8q9QMtqpzTxFnT4KPmWv47sZf2kKoVwk/logo.png,false
Camp Coin,CMP,FnVPD3fRutXcibEHDYP1gv8kuYJx2SNCi2EizcAsR4wN,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/FnVPD3fRutXcibEHDYP1gv8kuYJx2SNCi2EizcAsR4wN/logo.png,false
Skullbots,SUMMON,skuLLY6NHFrjL3oGpWMrrwjCfWMSvwp6AD7resMF9m7,0,https://raw.githubusercontent.com/Neurologist/assets/main/summon.png,false
Synthetic USD (Fabric),fUSD,B7mXkkZgn7abwz1A3HnKkb18Y6y18WcbeSkh1DuLMkee,8,https://imagedelivery.net/9NaZ0y3QBjls8_Ib2N2gQw/ec3521b6-b382-4efb-1d16-7b60c75b9100/public,false
Famous Fox Federation Solvent Droplet,svtFFF,BoeDfSFRyaeuaLP97dhxkHnsn7hhhes3w3X8GgQj5obK,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/BoeDfSFRyaeuaLP97dhxkHnsn7hhhes3w3X8GgQj5obK/logo.png,false
Synatra Staked SOL,ySOL,yso11zxLbHA3wBJ9HAtVu6wnesqz9A2qxnhxanasZ4N,9,https://shdw-drive.genesysgo.net/76HCWYyF9Sps1TnRdZB1CtHbj5Ji7trzqi4tnxfCabXE/ysol-logo.png,true
Jito Staked SOL,JitoSOL,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,9,https://storage.googleapis.com/token-metadata/JitoSOL-256.png,true
Bonk,Bonk,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,5,https://arweave.net/hQiPZOsRZXGXBJd_82PhVdlM_hACsT_q6wqwf5cSY7I?ext=png,true
KIN,KIN,kinXdEcpDQeHPEuQnqmUgtYykqKGVFq6CeVX5iAHJq6,5,https://i.imgur.com/do6LTig.jpeg,true
Fronk,FRONK,5yxNbU8DgYJZNi3mPD9rs4XLh9ckXrhPjJ5VCujUWg5H,5,https://shdw-drive.genesysgo.net/8tfWzweVe7MAfi8qwiKFnzLq6wuLT7WAPMoQC7DH47Fq/fronk.gif,true
Hades,HADES,BWXrrYFhT7bMHmNBFoQFWdsSgA3yXoAnMhDK6Fn1eSEn,9,https://arweave.net/dvKu5BgpSo6j-iGzQOyVXYZ8OU7iyfhHNpkkJ_8qkkQ,true
Laine Stake,laineSOL,LAinEtNLgpmCP9Rvsf5Hn8W6EhNiKLZQti1xfWMLy6X,9,https://shdw-drive.genesysgo.net/4DUkKJB966oMk8zq57KkAUxqg9HpuWtZ3BKobhmYph39/laineSOL.webp,true
Pepe,PEPE,F9CpWoyeBJfoRB8f2pBe2ZNPbPsEE76mWZWme3StsvHK,6,https://shdw-drive.genesysgo.net/8XiSN28HJqb9czfsBYXsTkLtf4wgAupLpozEaUyA419K/pepecoin.png,true
SHIBONK,SBONK,H1G6sZ1WDoMmMCFqBKAbg9gkQPCo1sKQtaJWz9dHmqZr,9,https://raw.githubusercontent.com/Sperlo64/SHIBONK/main/bonklogo2.png,true
HONEY,HONEY,4vMsoUT2BWatFweudnQM1xedRLfJgJ7hswhcpz4xgBTy,9,https://hivemapper-marketing-public.s3.us-west-2.amazonaws.com/Hivemapper_HONEY_token.png,true
Epics Token,EPCT,CvB1ztJvpYQPvdPBePtRzjL4aQidjydtUz61NWgcgQtP,6,https://bafybeibal7k2hz6frznyjbl4qcnzcwlsuzxmquatrsaly6ttmuppgmdvwe.ipfs.dweb.link/EpicsCoin.png,true
Wrapped BTC (Portal),WBTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh/logo.png,true
Graphite,GP,31k88G5Mq7ptbRDf3AM13HAq6wRQHXHikR8hik7wPygk,9,https://arweave.net/ALLzymnuIihFPhoNUJpPxQzbGI8LodXKhNzXzbRMPbA,true
Moon Roll Coin,MRC,5HsZR8eG7QpQcN8Mnp8oFdENRkJMP9ZkcKhPSCKTJSWh,9,https://moonroll-bucket.s3.amazonaws.com/token-image/Frame.png,true
Helium Network Token,HNT,hntyVP6YFm1Hg25TN9WGLqM12b8TQmcknKrdu1oxWux,8,https://shdw-drive.genesysgo.net/CsDkETHRRR1EcueeN346MJoqzymkkr7RFjMqGpZMzAib/hnt.png,true
Helium Mobile,MOBILE,mb1eu7TzEc71KxDpsmsKoucSSuuoGLv1drys1oP2jh6,6,https://shdw-drive.genesysgo.net/CsDkETHRRR1EcueeN346MJoqzymkkr7RFjMqGpZMzAib/mobile.png,true
Helium IOT,IOT,iotEVVZLEywoTn1QdwNPddxPWszn3zFhEot3MfL9fns,6,https://shdw-drive.genesysgo.net/CsDkETHRRR1EcueeN346MJoqzymkkr7RFjMqGpZMzAib/iot.png,true
International Stable Currency,ISC,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,6,https://raw.githubusercontent.com/theISCTeam/isc_meta/master/logo.png,true
Guacamole,GUAC,AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR,5,https://bafkreiajgw65o4ryczf7cadb43rzptvb62z4msoqr3c4625hdbdbntcydq.ipfs.nftstorage.link,true
Solcasino Token,SCS,SCSuPPNUSypLBsV4darsrYNg4ANPgaGhKhsA3GmMyjz,5,https://files.solcasino.io/logo.png,true
Sunrise gSOL,GSOL,gso1xA56hacfgTHTF4F7wN5r4jbnJsKh99vR595uybA,9,https://arweave.net/46QNhUyat533ptVC2myiNVb5BvSP7PAFzM5ILCZTrGU,true
Access Protocol,ACS,5MAYDfq5yxtudAhtfyuMBuHZjgAbaS9tbEyEQYAhDS5y,6,https://ap-staging.fra1.digitaloceanspaces.com/1663691449945,true
BonkEarn,BERN,CKfatsPMUf8SkiURsDXs7eK6GWb4Jsd6UDbs7twMCWxo,5,https://i.imgur.com/nd9AVZ4.jpeg,true
REJECT Token,REJECT,4F2yutcbkabE5MJoDvrDLa5U2re5HPABSCVKA7vqrKcH,2,https://arweave.net/ijxRvhTwJRWTanYUI-j2DwPzOkpqRbB3y-qSuuvQqhQ,true
CROWN Token,CROWN,GDfnEsia2WLAW5t8yx2X5j2mkfA74i5kwGdDuZHt7XmG,9,https://shdw-drive.genesysgo.net/AwJ6W2rRaYCGXimceFuLm5td14fhN1VFEfSYg566RxMD/image.png,true
Threshold Bitcoin,tBTC,6DNSN2BJsaPFdFFc1zP37kkeNe4Usc1Sqkzr9C9vPWcU,8,https://bafybeidlxvypapcw2gbs7f2mazbub75kiphz4fgrmljgdjoiswmx32zkri.ipfs.dweb.link/,true
Blaze,BLZE,BLZEEuZUBVqFhj8adcCFPJvPVCiCyVmh3hkJMrU8KuJA,9,https://solblaze.org/assets/blze.png,true
EUROe Stablecoin,EUROe,2VhjJ9WxaGC3EZFwJG9BDUs9KxKCAjQY4vgd1qxgYWVg,6,https://dev.euroe.com/persistent/token-icon/png/256x256.png,true
KIRA,KIRA,kiraZUmSnzgfVfhrdvNj6hxHFaPFTTUk8ioY98cbh6G,9,https://www.arweave.net/71SbFojNuoFeQ_n4cfMYKzX87xPvsQvNr59R_ZM7ucQ?ext=png,true
AllDomains,ALL,BaoawH9p2J8yUK9r5YXQs3hQwmUJgscACjmTkh8rMwYL,6,https://arweave.net/FY7yQGrLCAvKAup_SYEsHDoTRZXsttuYyQjvHTnOrYk,true
Liquid Staking Token,LST,LSTxxxnJzKDFSLr4dUkPcmCf5VyryEqzPLz5j4bpxFp,9,https://storage.googleapis.com/static-marginfi/lst.png,true
UPTOBER,UPT,9CPWiCFL11DWr92dsTrzLf5cKz6zKhLz3xzRcYCQ3Nd2,6,https://bafkreihgs65erm5f45s5vzl7y6wdl3nuqqqpcvlith3sotor5jcctft2wu.ipfs.nftstorage.link,true
Flowmatic,FM,Eh1fXbAipe4k7CYR9UMb2bbWmBcpU3HcyX3LWuRVFBLz,4,https://nftstorage.link/ipfs/bafybeighw6z7wdbk73tezruawliwt622xic6r43wmzgpk22rsnmqvjvkrm/Brando_logo_of_F_on_a_black_background_in_the_style_of_light_te_42b8cbea-cc40-4c9f-a098-62c381d624df.png,true
Render Token,RENDER,rndrizKT3MK1iimdxRdWabcF7Zg7AR5T4nud4EkHBof,8,https://shdw-drive.genesysgo.net/5zseP54TGrcz9C8HdjZwJJsZ6f3VbP11p1abwKWGykZH/rndr.png,true
FluxBot,FLUXB,FLUXBmPhT3Fd1EDVFdg46YREqHBeNypn1h4EbnTzWERX,5,https://bafybeiakyhwwesdvxpikjn4kyqddira3hjpjfcn26ycrrezt65bfa7r3gm.ipfs.nftstorage.link,true
Jupiter Perps,JLP,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,6,https://static.jup.ag/jlp/icon.png,true
Pyth Network,PYTH,HZ1JovNiVvGrGNiiYvEozEVgZ58xaU3RKwX8eACQBCt3,6,https://pyth.network/token.svg,true
Myro,$MYRO,HhJpBhRRn4g56VsyLuT8DL5Bv31HkXqsrahTTUCZeZg4,9,https://i.ibb.co/9nr3xFp/MYRO-200x200.png,true
Liquid Solana Derivative 42069,LSD,DDti34vnkrCehR8fih6dTGpPuc3w8tL4XQ4QLQhc3xPa,9,https://arweave.net/b4cfT3yHTxVvuZc2jzmgzWUiEBiuAC9hkM7GhXZEklg,true
Honeyland,HXD,3dgCCb15HMQSA4Pn3Tfii5vRk7aRqTH95LJjxzsG2Mug,9,https://arweave.net/NHZyHFvooDi_LKgs1BaHVPMsuRSOoHpE-J26fp1uHGQ,true
RIBBIT,RBT,65nTNuJGHme4PQvKQyJykKp1bJAkK4A8Q66sd2yBWugf,6,https://bafkreia3t3g3ecvvq7i5mgivvelysuhn5s6hzrulxmbkwgj5tgpsjtufge.ipfs.nftstorage.link,true
GigaDAO,GIGS,9U8Bn6zAf6Wyp1YHdXtLyfbN7yMvdvW1qQY475iZ5ftZ,4,https://gateway.pinata.cloud/ipfs/QmUz2npdTWpFWBYiRCBN4zXMZFBRL9w5yNBNaSCXMTJ9T9,true
D/ACC,D/ACC,FabjHjc1druUQoHVtudpNiCpnf73rtLzMkRM1b5NSbb6,9,https://img.fotofolio.xyz/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafkreiaad6yxjxad6qpkb7taodfnbfv74hmgmnorqatab27r54jpgroqci%2F,true
Solanacorn,CORN,6DSqVXg9WLTWgz6LACqxN757QdHe1sCqkUfojWmxWtok,7,https://assets.coingecko.com/coins/images/33100/standard/soly_logo_final.jpg?1707405222,true
CHONKY,CHONKY,H7ed7UgcLp3ax4X1CQ5WuWDn6d1pprfMMYiv5ejwLWWU,6,https://f4xsxwnaxid37ojcze5qpc7p3ydfaj5dhynszhcjseeizelsa4mq.arweave.net/Ly8r2aC6B7-5Isk7B4vv3gZQJ6M-GyycSZEIjJFyBxk,true
What's Updog?,UPDOG,HJ39rRZ6ys22KdB3USxDgNsL7RKiQmsC3yL8AS3Suuku,9,https://arweave.net/utcdLmTdNHmyD02oMfQn9Yc5L4UbwrtCtka3gpQQas4,true
dogwifhat,$WIF,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,6,https://bafkreibk3covs5ltyqxa272uodhculbr6kea6betidfwy3ajsav2vjzyum.ipfs.nftstorage.link,true
Grok,GROK,BQ3F72yt9FVRgYrqCVCG3YohyBesDZ9bTuhGdmQ7GNEF,9,https://imageupload.io/ib/buy0hGfs0Eq69TN_1699677473.jpg,true
Meerkat Millionaires Country Club,MMCC,fLoeAqCfMiS3Uaj6aXSCGhf2ZE9znWz7WjTPCD2Rgnf,2,https://dl.airtable.com/.attachmentThumbnails/da62eb10c452a9b2a9b768d4aedd13b5/676b0660,true
SOL Decoder,DECODR,HbXTcNq8ExstVzfPVoXi45arRS6L6YXCsu5Wtv59AkqF,2,https://img-cdn.magiceden.dev/rs:fill:400:400:0:0/plain/https://bafybeihnkaxx34smd3abzh4ylk4aylqqzqx7mstui7dumvjn322enefqeu.ipfs.dweb.link/,true
Crypto Titans,CTSx,nGFA7SfrfTDyn1ZaMdeNBi2tCtUNEyFMh99JQh37CKR,2,https://pbs.twimg.com/profile_images/1651244049729306624/NXYsYA2g_400x400.jpg,true
Runes,Runes,2DvJPeiVhZTsAFHFQ99qZtwj9osoieB3wYYKRzm3ECAc,2,https://creator-x.s3.us-east-1.amazonaws.com/assets/ovo1sHqaEw9bEFAYTwm3MNGksz3UYzTaYHT3DDmSMmb/runes_fake/logo.png,true
BunnyBytes Golden Ticket,BBYTES,AVZvaDtfPnGbqRcsgH6eia381rPN3sExPtMs1TTnjaVq,2,https://img-cdn.magiceden.dev/rs:fill:400:400:0:0/plain/https://creator-hub-prod.s3.us-east-2.amazonaws.com/bbgt_pfp_1681244735120.jpeg,true
Octokn,OTK,octo82drBEdm8CSDaEKBymVn86TBtgmPnDdmE64PTqJ,9,https://storage.googleapis.com/the-octos-nfts/icon-otk-big-filled.png,true
JITO,JTO,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,9,https://metadata.jito.network/token/jto/image,true
SpiderSwap,SPDR,AT79ReYU9XtHUTF5vM6Q4oa9K8w7918Fp5SU7G1MDMQY,9,https://arweave.net/PAVQPYRQzq2g4O2X7hDzOniW4aBE9PJ19U56MRVpIfA,true
Lamas Finance,LMF,LMFzmYL6y1FX8HsEmZ6yNKNzercBmtmpg2ZoLwuUboU,9,https://www.lamas.co/resource/lmf_token.png,true
sols,sols,2wme8EVkw8qsfSk2B3QeX4S64ac6wxHPXb3GrdckEkio,9,https://arweave.net/DjDIitc-424x1UlvJLElsmhfIK3QMuFlPnJKT3CVkWY?ext=png,true
BONKLANA,BOK,88tmABf1s3A6jbLD2yLR1tgbGjz68fz3EDrbeSB1JPPc,9,https://gateway.irys.xyz/oJvtfp7SYicoLG72x16OgkU5YK0SXK-krvF5k8_q0jI,true
Silly Dragon,SILLY,7EYnhQoR9YM3N7UoaKRoA44Uy8JeaZV3qyouov87awMs,9,https://gateway.irys.xyz/quusRf1O-_WcCbrFwHkbIZ26vxQ1xJZeQdsaKRITVNQ,true
Dogelon (Wormhole),ELON,7ZCm8WBN9aLa3o47SoYctU6iLdj7wkGG5SV2hE5CgtD5,4,https://dogelonmars.com/img/logo.png,true
SBF,SBF,FkbWN4dcFQym2PgCELfThghQqLuA2e2jThMJyhZjfG4M,6,https://bafkreifhqihaiwyo4g2aogdu4qyfqftkxy3aq4xxbhoxdkbkufrobsnjwm.ipfs.nftstorage.link,true
NovaDEX,NVX,GtMtXoJiqSf8Gfp83cuunnDTiJTeTmv7cniVtJ6UAMWH,9,https://pbs.twimg.com/profile_images/1722623481987428352/b4gDEuuT_400x400.jpg,true
EURC,EURC,HzwqbKZw8HxMN6bF2yFZNrht3c2iXXzpKcFu7uBEDKtr,6,https://www.circle.com/hubfs/Brand/EURC/EURC-icon_128x128.png,true
Neon EVM,NEON,NeonTjSjsuo3rexg9o6vHuMXw62f9V7zvmu8M8Zut44,9,https://raw.githubusercontent.com/neonevm/neon-evm.docs/main/static/icons/token.svg,true
Popcat,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,9,https://bafkreidvkvuzyslw5jh5z242lgzwzhbi2kxxnpkic5wsvyno5ikvpr7reu.ipfs.nftstorage.link,true
Ondo US Dollar Yield,USDY,A1KLoBrKBde8Ty9qtNQUtq3C2ortoC3u7twggz7sEto6,6,https://hq3wjgefwtje2kue7bvqlevhns2udaharnibucrgui3lhgy4aniq.arweave.net/PDdkmIW00k0qhPhrBZKnbLVBgOCLUBoKJqI2s5scA1E,true
Melon Dog,MELON,7DGJnYfJrYiP5CKBx6wpbu8F5Ya1swdFoesuCrAKCzZc,6,https://arweave.net/5VQtSLt9kwn-FlP4ulK9DjuowQZnLm2zarHqda2MhPI,true
MAGA (Wormhole),TRUMP,HaP8r3ksG76PhQLTqR8FYBeNiQpejcFbQmiHbg787Ut1,8,https://magamemecoin.com/wp-content/uploads/cropped-MAGA-Memecoin-Favicon.png,true
PONKE,PONKE,5z3EqYQo9HiCEs3R84RCDMu2n7anpDMxRhdK8PSWmrRC,9,https://gateway.irys.xyz/YBMDVBvnfgO1gXCSmmc8p0RQhc69WWe8_kOkoT8w7nE,true
AI,AI,99ouK5YUK3JPGCPX9joNtHsMU7NPpU7w91JN4kdQ97po,9,https://gateway.irys.xyz/HnDwG54RZvJhTD2PX-mmrD2jwC9MIdxKjW2hL3M8jQc,true
Pixel By Pixel,PbP,3f7wfg9yHLtGKvy75MmqsVT1ueTFoqyySQbusrX1YAQ4,9,https://www.arweave.net/oM5esNEOkJrw6rElkNeg8I_ayWnf_ScNC8P9cgqNsms,true
catwifhat,$CWIF,7atgF8KQo4wJrD5ATGX7t1V2zVvykPJbFfNeVf1icFv1,2,https://i.postimg.cc/d1QD417z/200x200logo-copy.jpg,true
A Gently Used 2001 Honda Civic,USEDCAR,9gwTegFJJErDpWJKjPfLr2g2zrE3nL1v5zpwbtsk3c6P,9,https://gateway.irys.xyz/7TTPG48afTZE8Ioeaa4XlZ7F4Q5g4lLYkC7N1Yr1pFo,true
StarShip🚀,STSHIP,GHtLF7drbYXGTHX73uSxqPKkJUzDqcBNe2M9fzjJzr3j,8,https://gateway.irys.xyz/JUL1T_9NFtLEDZGtY-4pKopYplV7bszLhp5pCl2fKzc,true
EGG,EGG,4ynyx6BzY2XGFgjjun9Cruj1bSRo8FLsAqNnPsW6jDsu,9,https://gateway.irys.xyz/ar31vqcXlnD4hN5WZ5ha2xnKmYtMv9YXEtLY4BEpJxs,true
SmoLanO,SLO,E43qU77tnWDwN11o7TtaGMNpxCAqz8RZEZ7PcTCUXSim,9,https://img.fotofolio.xyz/?url=https%3A%2F%2Farweave.net%2F2SMzEgv4IqPaiTkKe09CLodbOWbiC2rmIKRzgkFsFNs,true
Bork,BORK,4jZXkSNgTQKCDb36ECZ6a2aNzcUniGcDeXgTdtM2HxAX,9,https://node1.irys.xyz/v7mjymWz2rjAHe1Sn3rUECDdjWjYx_MZ_zi5hhQsgOU,true
DOGWIFOUTHAT,WIFOUT,2ioyweEeV4xJCkFJvh868X9iP3L6Q31MVCawfbJLRTHq,9,https://i.imgur.com/3642zZD.jpg,true
DegenerateFinance69Inu,DEFI,Fefecfi5DhahY51XqQTP2qjFGhnuoSjrVivL6k9Ercw6,4,https://github.com/0xViva/public-assets/blob/main/assets/DefiDogLogo.png?raw=true,true
Brett,BRETT,DxtssVdyYe4wWE5f5zEgx2NqtDFbVL3ABGY62WCycHWg,9,https://node1.irys.xyz/Lc1vGYEY45eezP3nJcHDbUFOpn0jEQeTvoJ8akpRkXQ,true
monkeyhaircut,monk,FYa25XnBsXQXAdTnsyKBKd5gZ1VZhChBRF57CqfRxJZX,6,https://bafybeifx7lchopsihh6qhw5nvq4tjbwl4wf2wy745mugvhdq5krk2bwsmi.ipfs.nftstorage.link,true
Solzilla,SOLZILLA,31iQsahfa4CMiirU7REygBzuAWg4R4ah7Y4aDu9ZfXJP,4,https://raw.githubusercontent.com/Solzilla/Solzilla/main/solzilla512x512.png,true
Yaku,YAKU,AqEHVh8J2nXH9saV2ciZyYwPpqWFRfD2ffcq5Z8xxqm5,9,https://arweave.net/vBuoW86uFsjvQjilInux-5bL8rNI5sbehVBY16KmU5I,true
mockJUP,mockJUP,JxxWsvm9jHt4ah7DT9NuLyVLYZcZLUdPD93PcPQ71Ka,9,https://i.pinimg.com/originals/cb/87/f6/cb87f6e8152961be45a5642ef72c391f.jpg,true
BOZO,$BOZO,BoZoQQRAmYkr5iJhqo7DChAs7DPDwEZ5cv1vkYC9yzJG,5,https://arweave.net/QN7RFzy_OqPO_cAbBtBUzcUwObkDuvkRLS16oxJI-s0,true
Pax Dollar,USDP,HVbpJAQGNpkgBaYBZQBR1t7yFdvaYVp2vCQQfKKEN4tM,6,https://424565.fs1.hubspotusercontent-na1.net/hubfs/424565/USDPLOGO.png,true
VNX Euro,VEUR,C4Kkr9NZU3VbyedcgutU6LKmi6MKz81sx6gRmk5pX519,9,https://4183046207-files.gitbook.io/~/files/v0/b/gitbook-x-prod.appspot.com/o/spaces%2FsAJThQfNCJePE5h9iplX%2Fuploads%2FaZb0qZfNGNXHulNZRIko%2FVEUR%20256x256.png?alt=media&token=b6bad541-cee9-427d-8498-d4a4ea423c79,true
VNX Swiss Franc,VCHF,AhhdRu5YZdjVkKR3wbnUDaymVQL2ucjMQ63sZ3LFHsch,9,https://4183046207-files.gitbook.io/~/files/v0/b/gitbook-x-prod.appspot.com/o/spaces%2FsAJThQfNCJePE5h9iplX%2Fuploads%2F2fiefVjQxDNLja1fPN7g%2FVCHF%20256x256.png?alt=media&token=b990889a-841a-49f8-9d54-cbe2bb83b7f7,true
Saros,SAROS,SarosY6Vscao718M4A778z4CGtvcwcGef5M9MEH1LGL,6,https://rapid.coin98.com/Currency/saros.png,true
swag coin,SWAG,FaxYQ3LVXP51rDP2yWGLWVrFAAHeSdFF8SGZxwj2dvor,2,https://lhh47k2s4fcnzgbccwh537aja2wpu7adocuilfh2fq465lfuttaq.arweave.net/Wc_Pq1LhRNyYIhWP3fwJBqz6fANwqIWU-iw57qy0nME,true
Legends of SOL,LEGEND,LGNDeXXXaDDeRerwwHfUtPBNz5s6vrn1NMSt9hdaCwx,9,https://arweave.net/sCGvXDlbFn8p0s0cfqtznbjn9K_cyYY2aa9HGC1XWR8,true
Bozo Hybrid,bozoHYBRID,EJPtJEDogxzDbvM8qvAsqYbLmPj5n1vQeqoAzj9Yfv3q,9,https://bafkreiamobqahwlwio5syavvfkknvfecgt7osbsh2s4xizihgpsajethyy.ipfs.nftstorage.link,true
Wen,WEN,WENWENvqqNya429ubCdR81ZmD69brwQaaBYY6p3LCpk,5,https://shdw-drive.genesysgo.net/GwJapVHVvfM4Mw4sWszkzywncUWuxxPd6s9VuFfXRgie/wen_logo.png,true
PELFORT,$PELF,BgJW7U1u2RY5XJk9uYb5AqFRzjMtqE7pw3kaf9iw9Ntz,6,https://raw.githubusercontent.com/yamitora0/pelfort/main/logo.png,true
YOM,YOM,yomFPUqz1wJwYSfD5tZJUtS3bNb8xs8mx9XzBv8RL39,9,https://yom.mypinata.cloud/ipfs/QmQ9qE5XWMEyzQGWJFcZjwjigHBzSWDaaf2xFhCFqdvUcx,true
Moutai,Moutai,45EgCwcPXYagBC7KqBin4nCFgEZWN7f3Y6nACwxqMCWX,6,https://bafybeihn5s2ykzqwpmb6d4dbowecovc7vo2wjx7zjltur7sl4ykfhbmoaq.ipfs.nftstorage.link/,true
Jupiter,JUP,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,6,https://static.jup.ag/jup/icon.png,true
sealwifhat,SI,Fxgdfsy1Z5Mvh53o69s2Ev6TGxtAJ1RQ5RJ5moCpKmQZ,9,https://bafybeiay63g7wqdbndfp6yxuvonuigsp4qrgm22ultyndxurnuu7tkkbbi.ipfs.nftstorage.link/,true
Artrade Token,ATR,ATRLuHph8dxnPny4WSNW7fxkhbeivBrtWbY6BfB4xpLj,9,https://artrade.app/logo.png,true
MemeCoinDAOai,MEMES,8W4qpyLx74vwBRewa3rVEPPVMnJ8VWMkCTWCTSYPQTDu,6,https://arweave.net/hb9M20acG4rA6SFess40tLnhJ6RZkd0EmluNwzh11Wc?ext=png,true
Whales Market,WHALES,GTH3wG3NErjwcf7VGCoXEXkgXSHvYhx5gtATeeM5JAS1,6,https://nftstorage.link/ipfs/bafkreic6gboxk4nlhhzzuoqakj55s23y37qzwb7yzykczfxbwj7kafy75i,true
Juicy SOL,jucySOL,jucy5XJ76pHVvtPZb5TKRcGQExkwit2P5s4vY8UzmpC,9,https://shdw-drive.genesysgo.net/5ohvXVJ7f3HxnwYGnXKdECWC3KFcU95dHu7S7x69Y1sA/logo_rev.svg,true
Bonk SOL,bonkSOL,BonK1YhkXEGLZzwtcvRTip3gAL9nCeQD7ppZBLXhtTs,9,https://arweave.net/ms-FdIyJ8TxEJOb2SAYhfyrLop7TDrCEjD-I-oIl5u4,true
Drift Staked SOL,dSOL,Dso1bDeDjCQxTrWHqUUi63oBvV7Mdm6WaobLbQ7gnPQ,9,https://drift-public.s3.eu-central-1.amazonaws.com/dSOL.svg,true
Dither,DITH,E1kvzJNxShvvWTrudokpzuc789vRiDXfXG3duCuY6ooE,9,https://zxejrbfcjk7fa67anpyuavtssrkgvbek4onzbza2v56flew72cta.arweave.net/zciYhKJKvlB74GvxQFZylFRqhIrjm5DkGq98VZLf0KY?ext=png,true
META,META,METADDFL6wWMWEoKTFJwcThTbUmtarRJZjRpzUvkxhr,9,https://6hgaiayuroxlfrn3djpb7mx4ocwielgo2ovpj4ka4v47jsxj2p2a.arweave.net/8cwEAxSLrrLFuxpeH7L8cKyCLM7TqvTxQOV59Mrp0_Q?ext=png,true
Honk,HONK,3ag1Mj9AKz9FAkCQ6gAEhpLSX8B2pUbPdkb9iBsDLZNB,9,https://bafkreia5nmyxbrxshpiebsakviidhkfuoevpcyzonwov7bmaovce5ekzym.ipfs.nftstorage.link,true
Asvoria,ASV,AxaTJdRuuc3626FtPWdQCMcWPH6yzgxXKWbFCZN3TMgy,9,https://bafybeiap2jgce7xki7m6ei2ctkkdwczxgllo3gnueia63c6aipbka3opmu.ipfs.nftstorage.link/asvoria.png,true
SIZE,SIZE,HqLRjru6pD6GFGnQ7TwSSGQRuPhF8UZNey9T4yCsZzuq,6,https://bafybeidjk54m3p4mvfrvvgsyx6uszovxszwlvucupxfjbso3t3u2kfalja.ipfs.nftstorage.link,true
Duko,DUKO,HLptm5e6rTgh4EKgDpYFrnRHbjpkMyVdEeREEa2G7rf9,6,https://bafkreicncfoowhhwrvtkajpivg6lbi5qsktrsfhs3x264k4kgdil5hv26q.ipfs.nftstorage.link/,true
:moyai:(MOAI),MOAI,7NQSHjuEGENZDWfSvPZz7oP2D6c5Jc3LjFC6uh179ufr,9,https://node2.irys.xyz/z-DMnyxOt4FgHKdQq-05tIJOyarmt7Tg1QUqUeEOdew,true
Magic Internet Money,MIM,G33s1LiUADEBLzN5jL6ocSXqrT2wsUq9W6nZ8o4k1b4L,9,https://bafkreict6ykbea4qa5ulzkkagkihqqvo33frgaqo4kzofgsuyxxjozcuii.ipfs.nftstorage.link,true
Edgevana Staked SOL,edgeSOL,edge86g9cVz87xcpKpy3J77vbp4wYd9idEV562CCntt,9,https://arweave.net/JqUwm41OHf2jFLDognx7BKD6N9LiUDDRMTI8k2B7fHE,true
Any Inu (Wormhole),AI,ACeWC77UeW2DBZMe7YBsuXoxLvk4dHMnPzneApau1Au6,8,https://raw.githubusercontent.com/anyinu/MediaAssets/849ced29c7614ad8193661e7faa8eaece31eb313/ailogo.png,true
GameStop,GME,8wXtPeU6557ETkp9WHFY1n1EcU6NxDvbAggHGsMYiHsB,9,https://nftstorage.link/ipfs/bafybeiddrzeyne4n2hi7qkhyhqorc4jbs4565pset7fc3ifwvhvxfdrt7q/gamestop-logo.jpeg,true
Compass SOL,compassSOL,Comp4ssDzXcLeu2MnLuGNNFC4cmLPMng8qWHPvzAMU1h,9,https://solanacompass.com/compass.png,true
GIGACHAD,GIGA,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,5,https://bafybeifiyvpbr3kd6wepax4qxdlxbjrpz2de4lqsuwwuihirvaal6kqwba.ipfs.nftstorage.link,true
